intent,example
指名予約,ちょっと酔ってるんだけど、玲奈さん指名できます？
指名予約,もしもし、美咲さん空いてますか
指名予約,kanaさんの次の空き教えて
指名予約,登録してる番号で前回の指名履歴あります？
指名予約,kanaさんは今晩空いてますか
指名予約,新人さんの本指名で
指名予約,話しやすい人で初回コースお願いします
指名予約,21時くらいに美咲さん取れます？
指名予約,大盛りです、前回の担当でお願いします
指名予約,酔ってて名前忘れたけど指名
指名予約,今いいですか、玲奈さん指名できます？
指名予約,急でごめん、指名料いくらですか
指名予約,今日いる子の本指名で
指名予約,今いいですか、指名で予約したいです
指名予約,いつもの人おるん？
指名予約,急でごめん、前回の子を指名したい
指名予約,下4桁4404で前回の指名履歴あります？
指名予約,お兄さん、葵さんでお願いします
指名予約,急でごめん、本指名できますか？
指名予約,話しやすい人が無理なら近い人で
指名予約,あー、指名料いくらですか
指名予約,田中です、前回の担当でお願いします
指名予約,葵さんの次の空き教えて
指名予約,kanaさんの本指名で
指名予約,ベテランの方が無理なら近い人で
指名予約,あの、前回の子を指名したい
指名予約,話しやすい人の本指名で
指名予約,出先なんですけど、指名で予約したいです
指名予約,悪いんだけど、美咲さん空いてますか
指名予約,すみません、指名で予約したいです
